playerName,score,data
guests,100,1
guests,200,1
guests,-100,0
sample,1000,0
guests,1620,0
guests,1100,0
guests,370,0
guests,2200,0
guests,1680,0
guests,2190,0
guests,2660,0
guests,2670,0
guests,2610,0
